iter	Passed	Remaining
232	2506	8252
233	2517	8242
234	2529	8233
235	2538	8217
236	2548	8204
237	2559	8195
238	2569	8181
239	2579	8167
240	2588	8153
241	2598	8139
242	2608	8125
243	2618	8112
244	2628	8098
245	2637	8084
246	2647	8072
247	2657	8057
248	2666	8042
249	2677	8031
250	2686	8018
251	2696	8002
252	2706	7990
253	2715	7976
254	2724	7961
255	2736	7951
256	2745	7936
257	2755	7924
258	2766	7914
259	2775	7900
260	2786	7888
261	2796	7875
262	2805	7862
263	2815	7849
264	2826	7839
265	2836	7826
266	2846	7814
267	2856	7802
268	2866	7788
269	2877	7778
270	2887	7768
271	2897	7756
272	2908	7744
273	2918	7734
274	2928	7719
275	2938	7708
276	2949	7697
277	2958	7683
278	2968	7671
279	2978	7659
280	2988	7647
281	2998	7635
282	3009	7624
283	3020	7615
284	3030	7603
285	3041	7592
286	3052	7583
287	3063	7572
288	3072	7558
289	3082	7546
290	3092	7535
291	3102	7522
292	3113	7511
293	3122	7498
294	3132	7486
295	3142	7474
296	3152	7462
297	3161	7448
298	3172	7436
299	3182	7424
300	3192	7413
301	3202	7401
302	3211	7388
303	3221	7376
304	3232	7365
305	3243	7355
306	3254	7345
307	3263	7332
308	3273	7319
309	3283	7308
310	3294	7298
311	3304	7286
312	3316	7278
313	3325	7265
314	3335	7252
315	3344	7240
316	3354	7226
317	3364	7215
318	3376	7207
319	3386	7197
320	3396	7183
321	3407	7173
322	3415	7159
323	3425	7146
324	3434	7134
325	3445	7123
326	3455	7111
327	3466	7101
328	3476	7090
329	3486	7079
330	3498	7069
331	3507	7057
332	3517	7044
333	3527	7033
334	3536	7020
335	3546	7007
336	3556	6997
337	3567	6987
338	3577	6975
339	3586	6962
340	3596	6950
341	3607	6940
342	3617	6930
343	3628	6918
344	3638	6908
345	3648	6896
346	3658	6884
347	3669	6874
348	3679	6864
349	3689	6852
350	3700	6843
351	3712	6833
352	3722	6823
353	3733	6813
354	3743	6801
355	3752	6788
356	3763	6777
357	3774	6768
358	3784	6757
359	3795	6747
360	3805	6735
361	3814	6722
362	3824	6711
363	3834	6700
364	3844	6688
365	3855	6679
366	3865	6666
367	3875	6655
368	3885	6644
369	3895	6633
370	3905	6621
371	3915	6610
372	3926	6599
373	3936	6589
374	3946	6578
375	3956	6566
376	3967	6556
377	3978	6546
378	3988	6535
379	3999	6524
380	4009	6514
381	4019	6502
382	4028	6490
383	4039	6480
384	4049	6468
385	4059	6457
386	4069	6446
387	4080	6436
388	4092	6427
389	4101	6415
390	4112	6405
391	4122	6394
392	4133	6384
393	4144	6374
394	4155	6365
395	4166	6354
396	4177	6345
397	4187	6333
398	4197	6322
399	4208	6312
400	4218	6302
401	4229	6291
402	4240	6281
403	4250	6270
404	4260	6259
405	4270	6248
406	4280	6237
407	4290	6226
408	4301	6215
409	4311	6203
410	4320	6192
411	4330	6180
412	4341	6170
413	4352	6160
414	4363	6150
415	4373	6139
416	4384	6129
417	4395	6119
418	4405	6108
419	4415	6097
420	4425	6086
421	4435	6074
422	4445	6064
423	4456	6054
424	4467	6043
425	4476	6031
426	4486	6021
427	4497	6010
428	4507	6000
429	4518	5989
430	4529	5979
431	4538	5967
432	4549	5956
433	4559	5946
434	4569	5934
435	4579	5923
436	4589	5913
437	4599	5901
438	4609	5891
439	4620	5880
440	4629	5868
441	4639	5856
442	4649	5846
443	4659	5834
444	4669	5823
445	4679	5812
446	4689	5802
447	4701	5792
448	4711	5782
449	4722	5771
450	4733	5761
451	4743	5750
452	4753	5739
453	4762	5727
454	4772	5716
455	4782	5704
456	4792	5694
457	4802	5683
458	4813	5673
459	4824	5663
460	4833	5651
461	4843	5640
462	4854	5629
463	4864	5618
464	4874	5608
465	4884	5597
466	4895	5587
467	4905	5576
468	4915	5565
469	4924	5553
470	4934	5542
471	4944	5531
472	4954	5520
473	4965	5509
474	4974	5498
475	4984	5487
476	4994	5475
477	5004	5464
478	5014	5453
479	5023	5441
480	5033	5431
481	5044	5420
482	5054	5410
483	5064	5399
484	5075	5389
485	5085	5378
486	5096	5368
487	5106	5357
488	5116	5346
489	5126	5336
490	5137	5325
491	5147	5314
492	5156	5302
493	5167	5293
494	5176	5281
495	5186	5270
496	5197	5260
497	5208	5250
498	5219	5239
499	5230	5230
500	5240	5219
501	5250	5208
502	5261	5199
503	5272	5188
504	5282	5178
505	5294	5169
506	5304	5158
507	5313	5146
508	5323	5135
509	5333	5124
510	5342	5112
511	5352	5101
512	5361	5089
513	5371	5078
514	5381	5067
515	5390	5056
516	5401	5045
517	5411	5035
518	5422	5025
519	5432	5014
520	5443	5004
521	5453	4994
522	5463	4983
523	5473	4972
524	5483	4961
525	5493	4950
526	5502	4938
527	5512	4928
528	5522	4917
529	5532	4906
530	5543	4896
531	5553	4885
532	5564	4875
533	5574	4864
534	5584	4853
535	5594	4842
536	5604	4832
537	5614	4821
538	5623	4809
539	5633	4798
540	5642	4787
541	5653	4777
542	5664	4767
543	5675	4757
544	5686	4747
545	5696	4736
546	5706	4725
547	5716	4714
548	5726	4704
549	5736	4693
550	5746	4682
551	5756	4671
552	5766	4661
553	5777	4650
554	5787	4640
555	5798	4630
556	5808	4619
557	5818	4609
558	5828	4598
559	5838	4587
560	5849	4577
561	5861	4567
562	5871	4557
563	5882	4547
564	5892	4536
565	5903	4526
566	5913	4515
567	5922	4504
568	5933	4494
569	5944	4484
570	5955	4474
571	5965	4463
572	5976	4453
573	5986	4442
574	5997	4432
575	6008	4422
576	6016	4411
577	6027	4401
578	6038	4390
579	6047	4379
580	6058	4369
581	6068	4358
582	6078	4347
583	6090	4338
584	6103	4330
585	6116	4321
586	6129	4312
587	6140	4302
588	6153	4293
589	6165	4284
590	6177	4275
591	6187	4264
592	6197	4253
593	6208	4243
594	6218	4232
595	6227	4221
596	6237	4210
597	6247	4200
598	6259	4190
599	6270	4180
600	6280	4169
601	6290	4158
602	6301	4148
603	6311	4137
604	6321	4127
605	6331	4116
606	6341	4105
607	6351	4095
608	6363	4085
609	6373	4074
610	6383	4064
611	6393	4053
612	6403	4042
613	6413	4031
614	6424	4021
615	6433	4010
616	6443	4000
617	6454	3989
618	6464	3979
619	6475	3968
620	6486	3958
621	6496	3947
622	6506	3937
623	6516	3926
624	6526	3916
625	6537	3905
626	6547	3895
627	6557	3884
628	6568	3874
629	6577	3863
630	6588	3852
631	6598	3842
632	6610	3832
633	6620	3821
634	6630	3811
635	6641	3800
636	6651	3790
637	6661	3779
638	6671	3769
639	6682	3758
640	6691	3747
641	6701	3736
642	6711	3726
643	6720	3715
644	6730	3704
645	6740	3693
646	6750	3682
647	6760	3672
648	6770	3661
649	6779	3650
650	6789	3639
651	6800	3629
652	6810	3619
653	6820	3608
654	6829	3597
655	6840	3586
656	6849	3575
657	6860	3565
658	6870	3555
659	6880	3544
660	6890	3533
661	6900	3523
662	6910	3512
663	6920	3501
664	6930	3491
665	6939	3479
666	6948	3469
667	6958	3458
668	6968	3447
669	6978	3437
670	6988	3426
671	6999	3416
672	7009	3405
673	7019	3395
674	7031	3385
675	7040	3374
676	7051	3364
677	7061	3353
678	7072	3343
679	7082	3333
680	7092	3322
681	7103	3311
682	7114	3301
683	7124	3291
684	7135	3281
685	7146	3271
686	7157	3260
687	7166	3250
688	7177	3239
689	7187	3229
690	7198	3219
691	7209	3209
692	7220	3198
693	7231	3188
694	7243	3178
695	7255	3169
696	7267	3159
697	7278	3149
698	7288	3138
699	7299	3128
700	7310	3117
701	7320	3107
702	7330	3097
703	7341	3086
704	7351	3076
705	7360	3065
706	7370	3054
707	7382	3044
708	7392	3034
709	7402	3023
710	7413	3013
711	7423	3002
712	7433	2992
713	7445	2982
714	7455	2971
715	7466	2961
716	7477	2951
717	7488	2941
718	7498	2930
719	7509	2920
720	7520	2910
721	7531	2899
722	7542	2889
723	7552	2879
724	7563	2868
725	7572	2858
726	7582	2847
727	7592	2836
728	7601	2825
729	7611	2815
730	7621	2804
731	7631	2794
732	7641	2783
733	7651	2773
734	7664	2763
735	7675	2753
736	7686	2742
737	7696	2732
738	7707	2722
739	7718	2711
740	7728	2701
741	7739	2691
742	7750	2680
743	7761	2670
744	7771	2659
745	7781	2649
746	7791	2638
747	7801	2628
748	7812	2617
749	7823	2607
750	7833	2597
751	7844	2586
752	7855	2576
753	7865	2566
754	7875	2555
755	7886	2545
756	7897	2535
757	7907	2524
758	7918	2514
759	7929	2504
760	7939	2493
761	7950	2483
762	7960	2472
763	7970	2462
764	7980	2451
765	7991	2441
766	8001	2430
767	8012	2420
768	8022	2409
769	8032	2399
770	8043	2389
771	8053	2378
772	8064	2368
773	8074	2357
774	8085	2347
775	8095	2336
776	8105	2326
777	8115	2315
778	8125	2305
779	8136	2294
780	8146	2284
781	8156	2273
782	8166	2263
783	8176	2252
784	8185	2241
785	8195	2231
786	8205	2220
787	8216	2210
788	8228	2200
789	8239	2190
790	8251	2180
791	8262	2169
792	8272	2159
793	8283	2148
794	8292	2138
795	8302	2127
796	8312	2117
797	8323	2107
798	8333	2096
799	8342	2085
800	8353	2075
801	8364	2065
802	8375	2054
803	8385	2044
804	8396	2033
805	8406	2023
806	8415	2012
807	8426	2002
808	8437	1992
809	8447	1981
810	8457	1971
811	8467	1960
812	8477	1949
813	8488	1939
814	8498	1929
815	8508	1918
816	8519	1908
817	8530	1897
818	8539	1887
819	8549	1876
820	8559	1866
821	8569	1855
822	8579	1845
823	8589	1834
824	8598	1823
825	8607	1813
826	8617	1802
827	8627	1792
828	8638	1781
829	8649	1771
830	8660	1761
831	8669	1750
832	8679	1740
833	8689	1729
834	8700	1719
835	8710	1708
836	8719	1698
837	8729	1687
838	8739	1677
839	8750	1666
840	8761	1656
841	8772	1646
842	8781	1635
843	8791	1624
844	8802	1614
845	8813	1604
846	8823	1593
847	8836	1583
848	8846	1573
849	8858	1563
850	8869	1552
851	8879	1542
852	8889	1532
853	8900	1521
854	8911	1511
855	8922	1500
856	8932	1490
857	8943	1480
858	8953	1469
859	8963	1459
860	8974	1448
861	8984	1438
862	8994	1427
863	9005	1417
864	9014	1406
865	9024	1396
866	9034	1385
867	9044	1375
868	9055	1365
869	9064	1354
870	9075	1344
871	9086	1333
872	9096	1323
873	9107	1312
874	9118	1302
875	9127	1292
876	9137	1281
877	9148	1271
878	9158	1260
879	9169	1250
880	9180	1239
881	9189	1229
882	9200	1219
883	9212	1208
884	9223	1198
885	9233	1188
886	9244	1177
887	9255	1167
888	9265	1156
889	9276	1146
890	9286	1136
891	9295	1125
892	9306	1115
893	9317	1104
894	9328	1094
895	9339	1084
896	9350	1073
897	9360	1063
898	9370	1052
899	9379	1042
900	9389	1031
901	9400	1021
902	9410	1010
903	9421	1000
904	9430	989
905	9441	979
906	9450	969
907	9461	958
908	9471	948
909	9481	937
910	9492	927
911	9503	917
912	9514	906
913	9524	896
914	9534	885
915	9545	875
916	9555	864
917	9566	854
918	9576	844
919	9586	833
920	9598	823
921	9608	812
922	9617	802
923	9628	791
924	9638	781
925	9648	771
926	9660	760
927	9669	750
928	9681	739
929	9691	729
930	9701	719
931	9711	708
932	9722	698
933	9732	687
934	9742	677
935	9752	666
936	9763	656
937	9773	646
938	9784	635
939	9795	625
940	9806	614
941	9818	604
942	9828	594
943	9840	583
944	9851	573
945	9861	562
946	9871	552
947	9882	542
948	9893	531
949	9903	521
950	9914	510
951	9924	500
952	9934	489
953	9945	479
954	9954	469
955	9965	458
956	9975	448
957	9985	437
958	9996	427
959	10007	416
960	10018	406
961	10028	396
962	10039	385
963	10051	375
964	10062	364
965	10073	354
966	10083	344
967	10094	333
968	10104	323
969	10114	312
970	10124	302
971	10134	291
972	10145	281
973	10155	271
974	10165	260
975	10176	250
976	10187	239
977	10197	229
978	10208	218
979	10218	208
980	10229	198
981	10239	187
982	10250	177
983	10261	166
984	10272	156
985	10282	145
986	10292	135
987	10303	125
988	10314	114
989	10325	104
990	10335	93
991	10345	83
992	10354	72
993	10364	62
994	10375	52
995	10384	41
996	10394	31
997	10405	20
998	10415	10
999	10426	0
