iter	Logloss
268	0.3208100396
269	0.3207174956
270	0.3206208636
271	0.3205441871
272	0.3204629824
273	0.3204040872
274	0.3203095508
275	0.3202256674
276	0.3201643199
277	0.320062001
278	0.3198901044
279	0.3198192034
280	0.3197327546
281	0.3196405353
282	0.3195393331
283	0.3194510911
284	0.3193870846
285	0.319316314
286	0.3191879689
287	0.3191062649
288	0.3190541363
289	0.3190210803
290	0.318881064
291	0.3187822231
292	0.3186712953
293	0.3185893797
294	0.3184837156
295	0.3184098236
296	0.318306174
297	0.318239484
298	0.3181282954
299	0.3180605157
300	0.3180308246
301	0.3179616872
302	0.3178551426
303	0.3177500664
304	0.3176924723
305	0.3176317077
306	0.3175408093
307	0.3174926458
308	0.3173806898
309	0.3173091049
310	0.3171995619
311	0.317126393
312	0.3170389136
313	0.3169304282
314	0.3167899347
315	0.3167196658
316	0.3166365326
317	0.316523546
318	0.3164494572
319	0.3164013576
320	0.3162980623
321	0.3162613241
322	0.316197539
323	0.3161074645
324	0.3160337742
325	0.3159512363
326	0.3158865165
327	0.3157981909
328	0.3157168705
329	0.3156664736
330	0.3155591935
331	0.3154758611
332	0.3153832187
333	0.3152821371
334	0.3152090518
335	0.3150791031
336	0.3149651227
337	0.3148917571
338	0.3148257386
339	0.3147608121
340	0.3146616048
341	0.3146015191
342	0.3145413375
343	0.3144730658
344	0.3143929999
345	0.3143025369
346	0.3142091762
347	0.3141749789
348	0.314067106
349	0.3140171027
350	0.3139609771
351	0.3138515939
352	0.3137690068
353	0.3136893099
354	0.3136310345
355	0.3135575287
356	0.3135148823
357	0.3134366341
358	0.3133481757
359	0.3132337304
360	0.3131388374
361	0.3130507726
362	0.3129783317
363	0.3128394665
364	0.3127535785
365	0.3126726763
366	0.312531317
367	0.3125010085
368	0.3124036656
369	0.3123320316
370	0.312221271
371	0.3121440829
372	0.3120860904
373	0.3120187658
374	0.3119553767
375	0.3118746319
376	0.3118224025
377	0.3117789985
378	0.3116636334
379	0.3116015356
380	0.3115416393
381	0.3114772467
382	0.3113835097
383	0.3113158038
384	0.3112114188
385	0.3111444804
386	0.3110703546
387	0.3109933166
388	0.3109194984
389	0.3108641771
390	0.3107707255
391	0.3107129814
392	0.3106496858
393	0.3105286584
394	0.3104778286
395	0.3103881255
396	0.3102967524
397	0.3101547855
398	0.310039932
399	0.3099473068
400	0.3099070955
401	0.3098085302
402	0.3097584973
403	0.3096801704
404	0.3096015655
405	0.3095128169
406	0.309454111
407	0.3093111677
408	0.3092206382
409	0.3091708488
410	0.3090949939
411	0.3090114918
412	0.3088921862
413	0.3088235948
414	0.3087577534
415	0.3086544236
416	0.3086016112
417	0.3085385689
418	0.3084243525
419	0.3083444833
420	0.3083017533
421	0.3081909952
422	0.3081276455
423	0.3080614843
424	0.3079844168
425	0.3078779803
426	0.3077829274
427	0.3077009282
428	0.3076352565
429	0.3075458216
430	0.3074909037
431	0.3074303826
432	0.307303693
433	0.3072039125
434	0.3071085374
435	0.3070391491
436	0.3069425884
437	0.3068646132
438	0.306775872
439	0.3066704391
440	0.3065835967
441	0.3064960853
442	0.3064519532
443	0.3063582974
444	0.3062767483
445	0.3062182294
446	0.3061479064
447	0.3060952933
448	0.3060363145
449	0.305961318
450	0.3059037019
451	0.3057848267
452	0.3057119161
453	0.3056634574
454	0.3055991681
455	0.305525458
456	0.3054452716
457	0.3053817571
458	0.3053064015
459	0.3052269284
460	0.3051292264
461	0.3050668654
462	0.3050060541
463	0.3049156009
464	0.3048340641
465	0.304766063
466	0.304693637
467	0.3046357601
468	0.3045817351
469	0.3045078234
470	0.3044446261
471	0.3043908348
472	0.3043057314
473	0.3042231222
474	0.3041382844
475	0.3040663651
476	0.3039955674
477	0.3039438815
478	0.3038618602
479	0.3037937115
480	0.3037328904
481	0.3036211705
482	0.3035491749
483	0.303490292
484	0.3034172313
485	0.3033354904
486	0.3032497696
487	0.3031687764
488	0.303105161
489	0.303065331
490	0.3029844066
491	0.3029434181
492	0.3029009365
493	0.3028564306
494	0.3027689462
495	0.30271072
496	0.3026492618
497	0.3026083815
498	0.3025684088
499	0.3025209045
500	0.3024390307
501	0.3023501713
502	0.3022835821
503	0.3022138003
504	0.3020976603
505	0.3020331619
506	0.3019384041
507	0.3018908014
508	0.3018043378
509	0.3017500079
510	0.3016680308
511	0.3015826691
512	0.3015117853
513	0.3014600035
514	0.3014136258
515	0.3013270638
516	0.3012407256
517	0.3011348131
518	0.3010062738
519	0.3009326941
520	0.3008253673
521	0.3007613116
522	0.3006747718
523	0.3005931858
524	0.3005462496
525	0.3004676669
526	0.3004249025
527	0.3003396835
528	0.3002742824
529	0.3001808652
530	0.3001172449
531	0.3000404036
532	0.2999440692
533	0.2999023969
534	0.2998390816
535	0.2997571192
536	0.2996959759
537	0.2996313372
538	0.2995520338
539	0.2994931435
540	0.2994253934
541	0.299359761
542	0.2992958874
543	0.2992541437
544	0.299169242
545	0.2991068614
546	0.2990556749
547	0.298975759
548	0.2989319
549	0.2988539839
550	0.2987945303
551	0.2986847487
552	0.2985905838
553	0.2985063142
554	0.2984267107
555	0.2983725431
556	0.2982979427
557	0.2982550011
558	0.2981848921
559	0.2981365785
560	0.2980706486
561	0.2980071217
562	0.2979435309
563	0.2977959731
564	0.2977207651
565	0.2976427236
566	0.2976022171
567	0.2975092919
568	0.2974619942
569	0.2974075879
570	0.2973458493
571	0.2972777499
572	0.2972184095
573	0.2971439714
574	0.2970929275
575	0.2970381351
576	0.2969687837
577	0.2968805491
578	0.2968154948
579	0.2967473265
580	0.2966862913
581	0.2965842553
582	0.2965338535
583	0.2964649104
584	0.2964283001
585	0.2963560069
586	0.2962777833
587	0.2962337644
588	0.2961771591
589	0.2961210163
590	0.296032858
591	0.2959711932
592	0.2958832439
593	0.2958404352
594	0.2957512733
595	0.2956867724
596	0.2956201857
597	0.2955768801
598	0.2955068104
599	0.2954655365
600	0.2954314622
601	0.2953538364
602	0.2952849228
603	0.2951773204
604	0.2951341329
605	0.2950773949
606	0.2949911108
607	0.294929992
608	0.2948736106
609	0.2948073363
610	0.2947461364
611	0.2946828948
612	0.2946213899
613	0.2945454833
614	0.2944787466
615	0.294421187
616	0.2943527604
617	0.294301724
618	0.2942627794
619	0.2942029348
620	0.294121366
621	0.2940734632
622	0.2940351582
623	0.2939891715
624	0.2938969079
625	0.2938220837
626	0.2937690155
627	0.2936873803
628	0.2936363709
629	0.2935534813
630	0.293523982
631	0.2934439235
632	0.2933634763
633	0.2933119922
634	0.2932620036
635	0.293195503
636	0.2931229884
637	0.2930885549
638	0.2930535312
639	0.2929857367
640	0.2929498963
641	0.2928944078
642	0.2927881879
643	0.2927445232
644	0.292681717
645	0.2926123484
646	0.2925642709
647	0.2924846109
648	0.2924276416
649	0.2923933164
650	0.2923437484
651	0.2922933564
652	0.292241314
653	0.2922003992
654	0.2921213344
655	0.2920489157
656	0.2919728788
657	0.2919208462
658	0.2918666392
659	0.2917992457
660	0.2917685756
661	0.2917335887
662	0.2916760513
663	0.291621736
664	0.2915313836
665	0.2914761608
666	0.2914272864
667	0.2913871145
668	0.2913340143
669	0.2912568828
670	0.2911672364
671	0.2911112805
672	0.2910194203
673	0.290976191
674	0.2909317908
675	0.2908568977
676	0.2908015371
677	0.2907511697
678	0.2907125596
679	0.2906693155
680	0.290631896
681	0.2905940854
682	0.2905343515
683	0.290451083
684	0.2903944433
685	0.2903605757
686	0.2903184975
687	0.2902582322
688	0.2902049008
689	0.2901407738
690	0.2901069676
691	0.2900314891
692	0.2899828853
693	0.2899283831
694	0.2898727691
695	0.2898435699
696	0.2898152391
697	0.2897571285
698	0.2897214381
699	0.2896919536
700	0.2896263975
701	0.2895639554
702	0.2895178187
703	0.2894464848
704	0.2893671592
705	0.2892695655
706	0.2892070914
707	0.289137066
708	0.2890422173
709	0.2889728904
710	0.2889105861
711	0.2888639968
712	0.2887916396
713	0.2887277782
714	0.2886846276
715	0.2886313061
716	0.2885654647
717	0.2884651972
718	0.2883925645
719	0.2883289344
720	0.2882929759
721	0.2882513355
722	0.288167435
723	0.288090488
724	0.2880243637
725	0.2879547564
726	0.2879037151
727	0.2878486742
728	0.2877599255
729	0.2876911128
730	0.2876618472
731	0.2876062013
732	0.2875642116
733	0.2875142722
734	0.2874463892
735	0.2873802379
736	0.2873132601
737	0.2872513763
738	0.2872062628
739	0.2871548427
740	0.2870971109
741	0.2870354485
742	0.2869935277
743	0.2869558032
744	0.2868808437
745	0.2868263513
746	0.2867546411
747	0.286719546
748	0.286668111
749	0.2866084681
750	0.2865530706
751	0.2864970655
752	0.2864202882
753	0.2863560825
754	0.2863025913
755	0.2862814526
756	0.2861959605
757	0.2860946846
758	0.2860437318
759	0.2859790808
760	0.2859133968
761	0.2858736603
762	0.2858284017
763	0.2857619035
764	0.2857181872
765	0.2856786917
766	0.285631116
767	0.2855551652
768	0.2854961372
769	0.2854200683
770	0.2853376706
771	0.2852850451
772	0.2852232278
773	0.2851584391
774	0.2850894542
775	0.2850223018
776	0.284992099
777	0.2849422924
778	0.2848730935
779	0.2848090354
780	0.2847477911
781	0.2846602281
782	0.2846049093
783	0.2845232372
784	0.2844855274
785	0.2844340359
786	0.2843691513
787	0.2843195538
788	0.2842369987
789	0.2841890221
790	0.2841196288
791	0.2840388103
792	0.283986667
793	0.2839500739
794	0.2838698801
795	0.2838135258
796	0.2837641398
797	0.2836852963
798	0.2836260076
799	0.2835266551
800	0.2834673491
801	0.2833979141
802	0.2833615498
803	0.2832870969
804	0.283223607
805	0.2831984368
806	0.2831209929
807	0.2830753654
808	0.2830011979
809	0.282936055
810	0.2828786085
811	0.2828089767
812	0.2827500299
813	0.2827137197
814	0.2826489581
815	0.2826144754
816	0.2825597912
817	0.2825007976
818	0.2824409874
819	0.2824163731
820	0.2823467634
821	0.2822990205
822	0.2822626612
823	0.2822064716
824	0.2821697211
825	0.2821197079
826	0.2820450485
827	0.2819910702
828	0.2819343887
829	0.2818965806
830	0.2818604131
831	0.2818259501
832	0.2817608958
833	0.2817116377
834	0.2816499532
835	0.2816010296
836	0.281568136
837	0.2815140028
838	0.2814596605
839	0.2814145691
840	0.2813824503
841	0.2813095569
842	0.281242097
843	0.2811815611
844	0.2811252338
845	0.2810596901
846	0.280998313
847	0.2809277539
848	0.2808703148
849	0.2808067757
850	0.2807776281
851	0.2806892755
852	0.2806484222
853	0.280600421
854	0.2805236782
855	0.2804713283
856	0.2804275332
857	0.2803764402
858	0.2803212788
859	0.2802695585
860	0.2801624826
861	0.2801118569
862	0.2800545335
863	0.2799918183
864	0.2799252488
865	0.2798628731
866	0.2798186968
867	0.2797670749
868	0.2796770472
869	0.2796302685
870	0.2795772127
871	0.279500492
872	0.2794429619
873	0.2793623278
874	0.2793167273
875	0.2792566317
876	0.2792111198
877	0.2791644075
878	0.2791057091
879	0.2790523187
880	0.2790072495
881	0.2789662757
882	0.278912413
883	0.2788734316
884	0.2787828578
885	0.278750616
886	0.2786917552
887	0.2786348056
888	0.2786068708
889	0.2785362009
890	0.2784773057
891	0.2784070098
892	0.2783208487
893	0.2782590166
894	0.2782077686
895	0.2781582277
896	0.2781032213
897	0.2780246533
898	0.2779613675
899	0.277905269
900	0.2778138024
901	0.2777875721
902	0.2777380508
903	0.2776979772
904	0.2776534664
905	0.2775975745
906	0.2775522913
907	0.2775309829
908	0.2774850478
909	0.2774343385
910	0.27741166
911	0.2773503396
912	0.2772654698
913	0.2772300796
914	0.2771915901
915	0.2771531621
916	0.2770891925
917	0.2770408765
918	0.2770098252
919	0.2769605695
920	0.2769013546
921	0.2768575226
922	0.2768045848
923	0.2767664348
924	0.2767009377
925	0.2766621678
926	0.2766137854
927	0.2765307358
928	0.2764860085
929	0.2764577022
930	0.2764145
931	0.2763638866
932	0.2763051955
933	0.2762555562
934	0.2761761765
935	0.2761198074
936	0.2760653643
937	0.2759957103
938	0.2759250233
939	0.2758712713
940	0.2758026381
941	0.2757352077
942	0.2756910412
943	0.2756403369
944	0.2755936
945	0.2755525007
946	0.2755292762
947	0.2754457765
948	0.2753999694
949	0.2753356776
950	0.2753031283
951	0.2752488475
952	0.2752281958
953	0.2751858421
954	0.2751618329
955	0.2751162915
956	0.2750736525
957	0.2750250364
958	0.2749668692
959	0.2749021789
960	0.2748156612
961	0.2747555977
962	0.2746779792
963	0.274636115
964	0.2745902857
965	0.2745281093
966	0.2744397074
967	0.2744088996
968	0.2743429745
969	0.2742800233
970	0.274219603
971	0.2741750085
972	0.2741295114
973	0.2740485108
974	0.2739819929
975	0.2739164245
976	0.2738689005
977	0.2738303889
978	0.2737750972
979	0.2737066485
980	0.2736595156
981	0.2735691951
982	0.2735189237
983	0.2734709225
984	0.2734092429
985	0.2733713068
986	0.273293098
987	0.2732358041
988	0.2731927125
989	0.2731419392
990	0.2731021854
991	0.2730572761
992	0.2729959556
993	0.2729426686
994	0.2728725964
995	0.2728359075
996	0.2728140407
997	0.2727529957
998	0.2727127672
999	0.2726432436
